Share,Opening,Closing,High,Lowest,Avg,h-l,-161.8,-138.2,-1,-76.4,-61.8,-50,-38.2,-23.6,Avg ,23.6,38.2,50,61.8,76.4,1,138.2,161.8
MANAKSIA,48.9,55.94,61,47.21,54.334,13.79,52.102778,52.428222,40.544,43.79844,45.81178,47.439,49.06622,51.07956,54.334,57.58844,59.60178,61.229,62.85622,64.86956,68.124,56.239778,56.565222
MANAKSTEEL,51.85,56.94,60.06,47.18,53.878,12.88,51.794016,52.097984,40.998,44.03768,45.91816,47.438,48.95784,50.83832,53.878,56.91768,58.79816,60.318,61.83784,63.71832,66.758,55.658016,55.961984
MANALIPETC,43.5,55.07,270.8,42.1,92.94,228.7,55.93634,61.33366,-135.76,-81.7868,-48.3966,-21.41,5.5766,38.9668,92.94,146.9132,180.3034,207.29,234.2766,267.6668,321.64,124.54634,129.94366
MANAPPURAM,256.4,267.6,269.5,108.4,231.2,161.1,205.13402,208.93598,70.1,108.1196,131.6402,150.65,169.6598,193.1804,231.2,269.2196,292.7402,311.75,330.7598,354.2804,392.3,253.46402,257.26598
MANBA,105.8,108.91,180.01,105.51,121.88,74.5,109.8259,111.5841,47.38,64.962,75.839,84.63,93.421,104.298,121.88,139.462,150.339,159.13,167.921,178.798,196.38,132.1759,133.9341
MANCREDIT,171.25,174.78,878.8,167,311.176,711.8,196.00676,212.80524,-400.624,-232.6392,-128.7164,-44.724,39.2684,143.1912,311.176,479.1608,583.0836,667.076,751.0684,854.9912,1022.976,409.54676,426.34524
MANGLMCEM,818.4,865.55,878,395,762.932,483,684.7826,696.1814,279.932,393.92,464.438,521.432,578.426,648.944,762.932,876.92,947.438,1004.432,1061.426,1131.944,1245.932,829.6826,841.0814
MANINDS,349.4,465.8,468,92.28,345.254,375.72,284.462504,293.329496,-30.466,58.20392,113.05904,157.394,201.72896,256.58408,345.254,433.92392,488.77904,533.114,577.44896,632.30408,720.974,397.178504,406.045496
MANINFRA,85,92.98,2108.9,82.77,486.194,2026.13,158.366166,206.182834,-1539.936,-1061.76932,-765.95434,-526.871,-287.78766,8.02732,486.194,964.36068,1260.17566,1499.259,1738.34234,2034.15732,2512.324,766.205166,814.021834
MANKIND,2000.6,2079,2085.8,224.52,1673.874,1861.28,1372.718896,1416.645104,-187.406,251.85608,523.60296,743.234,962.86504,1234.61192,1673.874,2113.13608,2384.88296,2604.514,2824.14504,3095.89192,3535.154,1931.102896,1975.029104
MANOMAY,230.65,222.6,1335,216.16,442.252,1118.84,261.223688,287.628312,-676.588,-412.54176,-249.19112,-117.168,14.85512,178.20576,442.252,706.29824,869.64888,1001.672,1133.69512,1297.04576,1561.092,596.875688,623.280312
MANORAMA,1240,1282.7,1322.5,419,1093.294,903.5,947.1077,968.4303,189.794,403.02,534.931,641.544,748.157,880.068,1093.294,1306.52,1438.431,1545.044,1651.657,1783.568,1996.794,1218.1577,1239.4803
MANORG,388.2,428.3,438.8,147,358.76,291.8,311.54676,318.43324,66.96,135.8248,178.4276,212.86,247.2924,289.8952,358.76,427.6248,470.2276,504.66,539.0924,581.6952,650.56,399.08676,405.97324
MANUFGBEES,141.8,152.08,152.42,13.5,119.876,138.92,97.398744,100.677256,-19.044,13.74112,34.02344,50.416,66.80856,87.09088,119.876,152.66112,172.94344,189.336,205.72856,226.01088,258.796,139.074744,142.353256
MANUGRAPH,11.29,13.35,400.5,11.02,90.222,389.48,27.204136,36.395864,-299.258,-207.34072,-150.47664,-104.518,-58.55936,-1.69528,90.222,182.13928,239.00336,284.962,330.92064,387.78472,479.702,144.048136,153.239864
MANYAVAR,365,396.25,939.95,365,496.462,574.95,403.43509,417.00391,-78.488,57.2002,141.1429,208.987,276.8311,360.7738,496.462,632.1502,716.0929,783.937,851.7811,935.7238,1071.412,575.92009,589.48891
MAPMYINDIA,872.9,939.4,956.45,41.85,733.72,914.6,585.73772,607.32228,-180.88,34.9656,168.4972,276.42,384.3428,517.8744,733.72,949.5656,1083.0972,1191.02,1298.9428,1432.4744,1648.32,860.11772,881.70228
MARALOVER,39.99,43.74,451.8,37.1,121.89,414.7,54.79154,64.57846,-292.81,-194.9408,-134.3946,-85.46,-36.5254,24.0208,121.89,219.7592,280.3054,329.24,378.1746,438.7208,536.59,179.20154,188.98846
MARATHON,406.4,448.75,772,405.25,495.396,366.75,436.05585,444.71115,128.646,215.199,268.7445,312.021,355.2975,408.843,495.396,581.949,635.4945,678.771,722.0475,775.593,862.146,546.08085,554.73615
MARICO,764,763.25,770.35,185.16,639.908,585.19,545.224258,559.034742,54.718,192.82284,278.26058,347.313,416.36542,501.80316,639.908,778.01284,863.45058,932.503,1001.55542,1086.99316,1225.098,720.781258,734.591742
MARINE,172.3,191.58,197.1,152.2,178.916,44.9,171.65118,172.71082,134.016,144.6124,151.1678,156.466,161.7642,168.3196,178.916,189.5124,196.0678,201.366,206.6642,213.2196,223.816,185.12118,186.18082
MARKOLINES,149.9,150.97,176,148.8,157.62,27.2,153.21904,153.86096,130.42,136.8392,140.8104,144.02,147.2296,151.2008,157.62,164.0392,168.0104,171.22,174.4296,178.4008,184.82,161.37904,162.02096
MARKSANS,170.3,178.48,180.5,138,165.732,42.5,158.8555,159.8585,123.232,133.262,139.467,144.482,149.497,155.702,165.732,175.762,181.967,186.982,191.997,198.202,208.232,171.6055,172.6085
MARSONS,136.45,136.99,13745,134.01,2836.396,13610.99,634.137818,955.357182,-10774.594,-7562.40036,-5575.19582,-3969.099,-2363.00218,-375.79764,2836.396,6048.58964,8035.79418,9641.891,11247.98782,13235.19236,16447.386,4717.434818,5038.654182
MARUTI,12631,13709,13797,303.1,10574.546,13493.9,8391.23298,8709.68902,-2919.354,265.2064,2235.3158,3827.596,5419.8762,7389.9856,10574.546,13759.1064,15729.2158,17321.496,18913.7762,20883.8856,24068.446,12439.40298,12757.85902
MASFIN,295,308.45,316,125.4,270.098,190.6,239.25892,243.75708,79.498,124.4796,152.3072,174.798,197.2888,225.1164,270.098,315.0796,342.9072,365.398,387.8888,415.7164,460.698,296.43892,300.93708
MASKINVEST,123.04,135,141,69.07,118.75,71.93,107.111726,108.809274,46.82,63.79548,74.29726,82.785,91.27274,101.77452,118.75,135.72548,146.22726,154.715,163.20274,173.70452,190.68,128.690726,130.388274
MASPTOP50,69.89,70.26,1590,68.89,369.78,1521.11,123.664402,159.562598,-1151.33,-792.34804,-570.26598,-390.775,-211.28402,10.79804,369.78,728.76196,950.84402,1130.335,1309.82598,1531.90804,1890.89,579.997402,615.895598
MASTEK,1508.3,1585.4,1626.9,72.85,1258.976,1554.05,1007.53071,1044.20629,-295.074,71.6818,298.5731,481.951,665.3289,892.2202,1258.976,1625.7318,1852.6231,2036.001,2219.3789,2446.2702,2813.026,1473.74571,1510.42129
MASTERTR,73.05,72.77,452.95,70.29,146.134,382.66,84.219612,93.250388,-236.526,-146.21824,-90.34988,-45.196,-0.04212,55.82624,146.134,236.44176,292.31012,337.464,382.61788,438.48624,528.794,199.017612,208.048388
MATRIMONY,437.95,432.3,444.75,95.2,364.688,349.55,308.13081,316.38019,15.138,97.6318,148.6661,189.913,231.1599,282.1942,364.688,447.1818,498.2161,539.463,580.7099,631.7442,714.238,412.99581,421.24519
MAWANASUG,93,98.2,369.9,93,151.988,276.9,107.18558,113.72042,-124.912,-59.5636,-19.1362,13.538,46.2122,86.6396,151.988,217.3364,257.7638,290.438,323.1122,363.5396,428.888,190.25558,196.79042
MAXESTATES,331.05,377.3,953,327.6,476.822,625.4,375.63228,390.39172,-148.578,-0.9836,90.3248,164.122,237.9192,329.2276,476.822,624.4164,715.7248,789.522,863.3192,954.6276,1102.222,563.25228,578.01172
MAXHEALTH,956.9,953.35,962.5,148.06,781.644,814.44,649.867608,669.088392,-32.796,159.41184,278.32008,374.424,470.52792,589.43616,781.644,973.85184,1092.76008,1188.864,1284.96792,1403.87616,1596.084,894.199608,913.420392
MAXIND,146.5,155.08,579,141.8,231.988,437.2,161.24904,171.56696,-205.212,-102.0328,-38.2016,13.388,64.9776,128.8088,231.988,335.1672,398.9984,450.588,502.1776,566.0088,669.188,292.40904,302.72696
MAYURUNIQ,528.9,563.55,573,188,475.478,385,413.185,422.271,90.478,181.338,237.548,282.978,328.408,384.618,475.478,566.338,622.548,667.978,713.408,769.618,860.478,528.685,537.771
MAZDA,178.19,202.82,2465,176.12,631.686,2288.88,261.345216,315.362784,-1657.194,-1117.01832,-782.84184,-512.754,-242.66616,91.51032,631.686,1171.86168,1506.03816,1776.126,2046.21384,2380.39032,2920.566,948.009216,1002.026784
MAZDOCK,2270,2470.2,2530.5,537.8,2013.932,1992.7,1691.51314,1738.54086,21.232,491.5092,782.4434,1017.582,1252.7206,1543.6548,2013.932,2484.2092,2775.1434,3010.282,3245.4206,3536.3548,4006.632,2289.32314,2336.35086
MBAPL,538.35,523.8,552,305,491.038,247,451.0734,456.9026,244.038,302.33,338.392,367.538,396.684,432.746,491.038,549.33,585.392,614.538,643.684,679.746,738.038,525.1734,531.0026
MBEL,261,305.43,312.95,25.16,244.986,287.79,198.421578,205.213422,-42.804,25.11444,67.13178,101.091,135.05022,177.06756,244.986,312.90444,354.92178,388.881,422.84022,464.85756,532.776,284.758578,291.550422
MBLINFRA,21.4,27.49,39.45,21.4,27.794,18.05,24.87351,25.29949,9.744,14.0038,16.6391,18.769,20.8989,23.5342,27.794,32.0538,34.6891,36.819,38.9489,41.5842,45.844,30.28851,30.71449
MCLEODRUSS,35.51,43.47,46.64,24.51,35.938,22.13,32.357366,32.879634,13.808,19.03068,22.26166,24.873,27.48434,30.71532,35.938,41.16068,44.39166,47.003,49.61434,52.84532,58.068,38.996366,39.518634
MCLOUD,21.15,26.15,2655,20.76,540.432,2634.24,114.211968,176.380032,-2093.808,-1472.12736,-1087.52832,-776.688,-465.84768,-81.24864,540.432,1162.11264,1546.71168,1857.552,2168.39232,2552.99136,3174.672,904.483968,966.652032
MCX,2437.2,2669.4,2708.8,1045.4,2281.886,1663.4,2012.74788,2052.00412,618.486,1011.0484,1253.9048,1450.186,1646.4672,1889.3236,2281.886,2674.4484,2917.3048,3113.586,3309.8672,3552.7236,3945.286,2511.76788,2551.02412
MEDANTA,1000,1066.15,1082.75,343.2,906.274,739.55,786.61481,804.06819,166.724,341.2578,449.2321,536.499,623.7659,731.7402,906.274,1080.8078,1188.7821,1276.049,1363.3159,1471.2902,1645.824,1008.47981,1025.93319
MEDIASSIST,321.75,356.55,368,232.5,322.984,135.5,301.0601,304.2579,187.484,219.462,239.245,255.234,271.223,291.006,322.984,354.962,374.745,390.734,406.723,426.506,458.484,341.7101,344.9079
MEDICAMEQ,232.4,241.19,247.99,38.52,195.192,209.47,161.299754,166.243246,-14.278,35.15692,65.73954,90.457,115.17446,145.75708,195.192,244.62692,275.20954,299.927,324.64446,355.22708,404.662,224.140754,229.084246
MEDICO,39.4,38.19,877.75,37,202.29,840.75,66.25665,86.09835,-638.46,-440.043,-317.2935,-218.085,-118.8765,3.873,202.29,400.707,523.4565,622.665,721.8735,844.623,1043.04,318.48165,338.32335
MEDPLUS,835,866.85,874.7,150.3,710.264,724.4,593.05608,610.15192,-14.136,156.8224,262.5848,348.064,433.5432,539.3056,710.264,881.2224,986.9848,1072.464,1157.9432,1263.7056,1434.664,810.37608,827.47192
MEESHO,146.11,163.59,277.5,145.71,180.738,131.79,159.414378,162.524622,48.948,80.05044,99.29178,114.843,130.39422,149.63556,180.738,211.84044,231.08178,246.633,262.18422,281.42556,312.528,198.951378,202.061622
MEGASTAR,260,283.75,285.3,249.64,269.774,35.66,264.004212,264.845788,234.114,242.52976,247.73612,251.944,256.15188,261.35824,269.774,278.18976,283.39612,287.604,291.81188,297.01824,305.434,274.702212,275.543788
MEIL,238.6,256.04,263.49,112.2,221.708,151.29,197.229278,200.799722,70.418,106.12244,128.21078,146.063,163.91522,186.00356,221.708,257.41244,279.50078,297.353,315.20522,337.29356,372.998,242.616278,246.186722
MENONBE,106.65,119.83,124.61,11.84,93.348,112.77,75.101814,77.763186,-19.422,7.19172,23.65614,36.963,50.26986,66.73428,93.348,119.96172,136.42614,149.733,163.03986,179.50428,206.118,108.932814,111.594186
METAL,11.82,12.42,12.48,11.37,12.044,1.11,11.864402,11.890598,10.934,11.19596,11.35802,11.489,11.61998,11.78204,12.044,12.30596,12.46802,12.599,12.72998,12.89204,13.154,12.197402,12.223598
METALIETF,11.54,12.4,1012,11.25,206.46,1000.75,44.53865,68.15635,-794.29,-558.113,-412.0035,-293.915,-175.8265,-29.717,206.46,442.637,588.7465,706.835,824.9235,971.033,1207.21,344.76365,368.38135
METROBRAND,927,1016.35,1029,429.15,875.132,599.85,778.07627,792.23273,275.282,416.8466,504.4247,575.207,645.9893,733.5674,875.132,1016.6966,1104.2747,1175.057,1245.8393,1333.4174,1474.982,958.03127,972.18773
METROPOLIS,433,468.1,471.8,22.66,361.378,449.14,288.707148,299.306852,-87.762,18.23504,83.80948,136.808,189.80652,255.38096,361.378,467.37504,532.94948,585.948,638.94652,704.52096,810.518,423.449148,434.048852
MFML,23.28,23.03,1626,22.4,337.394,1603.6,77.93152,115.77648,-1266.206,-887.7564,-653.6308,-464.406,-275.1812,-41.0556,337.394,715.8436,949.9692,1139.194,1328.4188,1562.5444,1940.994,559.01152,596.85648
MFSL,1449.6,1654.8,1664.6,11.15,1245.32,1653.45,977.79179,1016.81321,-408.13,-17.9158,223.4879,418.595,613.7021,855.1058,1245.32,1635.5342,1876.9379,2072.045,2267.1521,2508.5558,2898.77,1473.82679,1512.84821
MGEL,11.12,11.99,1015,11.08,208.944,1003.92,46.509744,70.202256,-794.976,-558.05088,-411.47856,-293.016,-174.55344,-27.98112,208.944,445.86912,592.44144,710.904,829.36656,975.93888,1212.864,347.685744,371.378256
MGL,959.5,1075.75,1090.8,164,835.836,926.8,685.87976,707.75224,-90.964,127.7608,263.0736,372.436,481.7984,617.1112,835.836,1054.5608,1189.8736,1299.236,1408.5984,1543.9112,1762.636,963.91976,985.79224
MHLXMIRU,166.91,165.65,260.09,160.51,182.564,99.58,166.451956,168.802044,82.984,106.48488,121.02356,132.774,144.52444,159.06312,182.564,206.06488,220.60356,232.354,244.10444,258.64312,282.144,196.325956,198.676044
MHRIL,251.89,255.54,258,36,206.682,222,170.7624,176.0016,-15.318,37.074,69.486,95.682,121.878,154.29,206.682,259.074,291.486,317.682,343.878,376.29,428.682,237.3624,242.6016
MICEL,33.69,39.76,41,20.5,33.7,20.5,30.3831,30.8669,13.2,18.038,21.031,23.45,25.869,28.862,33.7,38.538,41.531,43.95,46.369,49.362,54.2,36.5331,37.0169
MID150,20.84,21.58,217.9,19.92,59.806,197.98,27.772836,32.445164,-138.174,-91.45072,-62.54564,-39.184,-15.82236,13.08272,59.806,106.52928,135.43436,158.796,182.15764,211.06272,257.786,87.166836,91.839164
MID150BEES,206.7,219.79,219.99,10.3,171.802,209.69,137.874158,142.822842,-37.888,11.59884,42.21358,66.957,91.70042,122.31516,171.802,221.28884,251.90358,276.647,301.39042,332.00516,381.492,200.781158,205.729842
MID150CASE,9.93,10.67,18.3,9.66,11.536,8.64,10.138048,10.341952,2.896,4.93504,6.19648,7.216,8.23552,9.49696,11.536,13.57504,14.83648,15.856,16.87552,18.13696,20.176,12.730048,12.933952
MIDCAP,15.6,16.8,20.99,15.38,17.14,5.61,16.232302,16.364698,11.53,12.85396,13.67302,14.335,14.99698,15.81604,17.14,18.46396,19.28302,19.945,20.60698,21.42604,22.75,17.915302,18.047698
MIDCAPADD,19.67,21.33,211.88,19.66,58.69,192.22,27.588804,32.125196,-133.53,-88.16608,-60.10196,-37.42,-14.73804,13.32608,58.69,104.05392,132.11804,154.8,177.48196,205.54608,250.91,85.254804,89.791196
MIDCAPBETA,200.33,216.36,219.16,21.06,169.85,198.1,137.79742,142.47258,-28.25,18.5016,47.4242,70.8,94.1758,123.0984,169.85,216.6016,245.5242,268.9,292.2758,321.1984,367.95,197.22742,201.90258
MIDCAPETF,20.2,21.75,21.9,19.96,21.094,1.94,20.780108,20.825892,19.154,19.61184,19.89508,20.124,20.35292,20.63616,21.094,21.55184,21.83508,22.064,22.29292,22.57616,23.034,21.362108,21.407892
MIDCAPIETF,21.1,22.01,322.9,20.28,81.026,302.62,32.062084,39.203916,-221.594,-150.17568,-105.99316,-70.284,-34.57484,9.60768,81.026,152.44432,196.62684,232.336,268.04516,312.22768,383.646,122.848084,129.989916
MIDHANI,294.85,330.25,333,224.78,298.676,108.22,281.166004,283.719996,190.456,215.99592,231.79604,244.566,257.33596,273.13608,298.676,324.21592,340.01604,352.786,365.55596,381.35608,406.896,313.632004,316.185996
MIDQ50ADD,223.7,233.91,234.04,16.07,183.564,217.97,148.296454,153.440546,-34.406,17.03492,48.85854,74.579,100.29946,132.12308,183.564,235.00492,266.82854,292.549,318.26946,350.09308,401.534,213.687454,218.831546
MIDSELIETF,15.98,17.27,46.85,15.51,22.604,31.34,17.533188,18.272812,-8.736,-1.33976,3.23588,6.934,10.63212,15.20776,22.604,30.00024,34.57588,38.274,41.97212,46.54776,53.944,26.935188,27.674812
MIDSMALL,44.36,47.87,1340.9,43.8,301.982,1297.1,92.11122,122.72278,-995.118,-689.0024,-499.6258,-346.568,-193.5102,-4.1336,301.982,608.0976,797.4742,950.532,1103.5898,1292.9664,1599.082,481.24122,511.85278
MIDWESTLTD,1217.7,1327.9,1363.3,514.85,1145.332,848.45,1008.05279,1028.07621,296.882,497.1162,620.9899,721.107,821.2241,945.0978,1145.332,1345.5662,1469.4399,1569.557,1669.6741,1793.5478,1993.782,1262.58779,1282.61121
MINDACORP,502,514.35,530.65,175.3,444.4,355.35,386.90437,395.29063,89.05,172.9126,224.7937,266.725,308.6563,360.5374,444.4,528.2626,580.1437,622.075,664.0063,715.8874,799.75,493.50937,501.89563
MINDTECK,167,182.41,186,29.13,146.904,156.87,121.522434,125.224566,-9.966,27.05532,49.95834,68.469,86.97966,109.88268,146.904,183.92532,206.82834,225.339,243.84966,266.75268,303.774,168.583434,172.285566
MIRCELECTR,28.49,31.27,32.4,27.36,30.06,5.04,29.244528,29.363472,25.02,26.20944,26.94528,27.54,28.13472,28.87056,30.06,31.24944,31.98528,32.58,33.17472,33.91056,35.1,30.756528,30.875472
MIRZAINT,29.49,31.99,72,28.9,38.626,43.1,31.65242,32.66958,-4.474,5.6976,11.9902,17.076,22.1618,28.4544,38.626,48.7976,55.0902,60.176,65.2618,71.5544,81.726,44.58242,45.59958
MITCON,59.51,70,73,0.92,54.466,72.08,42.803456,44.504544,-17.614,-0.60312,9.92056,18.426,26.93144,37.45512,54.466,71.47688,82.00056,90.506,99.01144,109.53512,126.546,64.427456,66.128544
MITTAL,0.88,0.98,5.49,0.87,1.83,4.62,1.082484,1.191516,-2.79,-1.69968,-1.02516,-0.48,0.06516,0.73968,1.83,2.92032,3.59484,4.14,4.68516,5.35968,6.45,2.468484,2.577516
MKPL,5,5.31,440.45,4.57,90.25,435.88,19.724616,30.011384,-345.63,-242.76232,-179.12384,-127.69,-76.25616,-12.61768,90.25,193.11768,256.75616,308.19,359.62384,423.26232,526.13,150.488616,160.775384
MMFL,410,431.55,457.7,228,387.986,229.7,350.82054,356.24146,158.286,212.4952,246.0314,273.136,300.2406,333.7768,387.986,442.1952,475.7314,502.836,529.9406,563.4768,617.686,419.73054,425.15146
MMP,217,241.58,245.4,58,196.06,187.4,165.73868,170.16132,8.66,52.8864,80.2468,102.36,124.4732,151.8336,196.06,240.2864,267.6468,289.76,311.8732,339.2336,383.46,221.95868,226.38132
MMTC,55.9,59.25,61,29.98,52.502,31.02,47.482964,48.215036,21.482,28.80272,33.33164,36.992,40.65236,45.18128,52.502,59.82272,64.35164,68.012,71.67236,76.20128,83.522,56.788964,57.521036
MNC,29.5,31.26,48.57,28.48,33.746,20.09,30.495438,30.969562,13.656,18.39724,21.33038,23.701,26.07162,29.00476,33.746,38.48724,41.42038,43.791,46.16162,49.09476,53.836,36.522438,36.996562
MOALPHA50,44.9,49.73,180,44.9,73.244,135.1,51.38482,54.57318,-61.856,-29.9724,-10.2478,5.694,21.6358,41.3604,73.244,105.1276,124.8522,140.794,156.7358,176.4604,208.344,91.91482,95.10318
MOBIKWIK,169.4,16.74,187.2,16.57,116.894,170.63,89.286066,93.312934,-53.736,-13.46732,11.44466,31.579,51.71334,76.62532,116.894,157.16268,182.07466,202.209,222.34334,247.25532,287.524,140.475066,144.501934
MOCAPITAL,45.15,185.85,188.6,43.97,82.708,144.63,59.306866,62.720134,-61.922,-27.78932,-6.67334,10.393,27.45934,48.57532,82.708,116.84068,137.95666,155.023,172.08934,193.20532,227.338,102.695866,106.109134
MODEFENCE,83.99,49.77,352.1,48.83,129.01,303.27,79.940914,87.098086,-174.26,-102.68828,-58.41086,-22.625,13.16086,57.43828,129.01,200.58172,244.85914,280.645,316.43086,360.70828,432.28,170.921914,178.079086
MODINATUR,308,91.01,359,90.38,242.708,268.62,199.245284,205.584716,-25.912,37.48232,76.70084,108.398,140.09516,179.31368,242.708,306.10232,345.32084,377.018,408.71516,447.93368,511.328,279.831284,286.170716
MODIRUBBER,114.35,378.5,386.05,110.4,205.812,275.65,161.21183,167.71717,-69.838,-4.7846,35.4603,67.987,100.5137,140.7586,205.812,270.8654,311.1103,343.637,376.1637,416.4086,481.462,243.90683,250.41217
MODIS,295.4,119.2,316.15,118.6,233.454,197.55,201.49041,206.15259,35.904,82.5258,111.3681,134.679,157.9899,186.8322,233.454,280.0758,308.9181,332.229,355.5399,384.3822,431.004,260.75541,265.41759
MODISONLTD,126.99,301.35,306,36.11,147.71,269.89,104.041798,110.411202,-122.18,-58.48596,-19.08202,12.765,44.61202,84.01596,147.71,211.40404,250.80798,282.655,314.50202,353.90596,417.6,185.008798,191.378202
MODTHREAD,46.99,139.27,150.5,44.1,86.258,106.4,69.04248,71.55352,-20.142,4.9684,20.5028,33.058,45.6132,61.1476,86.258,111.3684,126.9028,139.458,152.0132,167.5476,192.658,100.96248,103.47352
MOENERGY,35.87,48.51,64.45,35.11,43.898,29.34,39.150788,39.843212,14.558,21.48224,25.76588,29.228,32.69012,36.97376,43.898,50.82224,55.10588,58.568,62.03012,66.31376,73.238,47.952788,48.645212
MOGOLD,146,37.4,148.65,36.88,103.886,111.77,85.801614,88.439386,-7.884,18.49372,34.81214,48.001,61.18986,77.50828,103.886,130.26372,146.58214,159.771,172.95986,189.27828,215.656,119.332614,121.970386
MOGSEC,63.31,147.8,153,22,72.098,131,50.9022,53.9938,-58.902,-27.986,-8.86,6.598,22.056,41.182,72.098,103.014,122.14,137.598,153.056,172.182,203.098,90.2022,93.2938
MOHEALTH,41.95,63.82,308.25,41.39,98.742,266.86,55.564052,61.861948,-168.118,-105.13904,-66.17748,-34.688,-3.19852,35.76304,98.742,161.72096,200.68252,232.172,263.66148,302.62304,365.602,135.622052,141.919948
MOHITIND,19.86,43.3,60.59,19.76,33.662,40.83,27.055706,28.019294,-7.168,2.46788,8.42906,13.247,18.06494,24.02612,33.662,43.29788,49.25906,54.077,58.89494,64.85612,74.492,39.304706,40.268294
MOIL,297.05,23.73,307.8,23.31,193.44,284.49,147.409518,154.123482,-91.05,-23.91036,17.62518,51.195,84.76482,126.30036,193.44,260.57964,302.11518,335.685,369.25482,410.79036,477.93,232.756518,239.470482
MOINFRA,57.58,305.7,306.9,10.25,97.556,296.65,49.55803,56.55897,-199.094,-129.0846,-85.7737,-50.769,-15.7643,27.5466,97.556,167.5654,210.8763,245.881,280.8857,324.1966,394.206,138.55303,145.55397
